frame,input.bHandbrake,input.bActivateBoost,input.bHoldingBoost,input.Steer,input.Throttle,car.Location.X,car.Location.Y,car.Location.Z,car.LinearVelocity.X,car.LinearVelocity.Y,car.LinearVelocity.Z,car.Quaternion.X,car.Quaternion.Y,car.Quaternion.Z,car.Quaternion.W,car.AngularVelocity.X,car.AngularVelocity.Y,car.AngularVelocity.Z
151,False,True,True,0.000000,1.000000,-2000.000000,-3104.639893,18.330000,0.000000,1864.959961,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
152,False,True,True,0.000000,1.000000,-2000.000000,-3089.030029,18.330000,0.000000,1873.219971,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
153,False,True,True,0.000000,1.000000,-2000.000000,-3073.349854,18.330000,0.000000,1881.479980,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
154,False,True,True,0.000000,1.000000,-2000.000000,-3057.599854,18.330000,0.000000,1889.739990,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
155,False,True,True,0.000000,1.000000,-2000.000000,-3041.780029,18.330000,0.000000,1898.000000,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
156,False,True,True,0.000000,1.000000,-2000.000000,-3025.889893,18.330000,0.000000,1906.260010,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
157,False,True,True,0.000000,1.000000,-2000.000000,-3009.939941,18.330000,0.000000,1914.519897,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
158,False,True,True,0.000000,1.000000,-2000.000000,-2993.919922,18.330000,0.000000,1922.779907,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
159,False,True,True,0.000000,1.000000,-2000.000000,-2977.829834,18.330000,0.000000,1931.039917,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
160,False,True,True,0.000000,1.000000,-2000.000000,-2961.669922,18.330000,0.000000,1939.299927,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
161,False,True,True,0.000000,1.000000,-2000.000000,-2945.439941,18.330000,0.000000,1947.559937,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
162,False,True,True,0.000000,1.000000,-2000.000000,-2929.139893,18.330000,0.000000,1955.819946,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
163,False,True,True,0.000000,1.000000,-2000.000000,-2912.770020,18.330000,0.000000,1964.079956,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
164,False,True,True,0.000000,1.000000,-2000.000000,-2896.329834,18.330000,0.000000,1972.339966,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
165,False,True,True,0.000000,1.000000,-2000.000000,-2879.819824,18.330000,0.000000,1980.599976,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
166,False,True,True,0.000000,1.000000,-2000.000000,-2863.250000,18.330000,0.000000,1988.859985,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
167,False,True,True,0.000000,1.000000,-2000.000000,-2846.609863,18.330000,0.000000,1997.119995,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
168,False,True,True,0.000000,1.000000,-2000.000000,-2829.899902,18.330000,0.000000,2005.380005,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
169,False,True,True,0.000000,1.000000,-2000.000000,-2813.119873,18.330000,0.000000,2013.640015,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
170,False,True,True,0.000000,1.000000,-2000.000000,-2796.270020,18.330000,0.000000,2021.899902,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
171,False,True,True,0.000000,1.000000,-2000.000000,-2779.349854,18.330000,0.000000,2030.159912,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
172,False,True,True,0.000000,1.000000,-2000.000000,-2762.359863,18.330000,0.000000,2038.419922,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
173,False,True,True,0.000000,1.000000,-2000.000000,-2745.300049,18.330000,0.000000,2046.679932,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
174,False,True,True,0.000000,1.000000,-2000.000000,-2728.179932,18.330000,0.000000,2054.939941,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
175,False,True,True,0.000000,1.000000,-2000.000000,-2710.989990,18.330000,0.000000,2063.199951,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
176,False,True,True,0.000000,1.000000,-2000.000000,-2693.729980,18.330000,0.000000,2071.459961,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
177,False,True,True,0.000000,1.000000,-2000.000000,-2676.399902,18.330000,0.000000,2079.719971,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
178,False,True,True,0.000000,1.000000,-2000.000000,-2659.000000,18.330000,0.000000,2087.979980,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
179,False,True,True,0.000000,1.000000,-2000.000000,-2641.530029,18.330000,0.000000,2096.239990,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
180,False,True,True,0.000000,1.000000,-2000.000000,-2623.989990,18.330000,0.000000,2104.500000,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
181,False,True,True,0.000000,1.000000,-2000.000000,-2606.379883,18.330000,0.000000,2112.760010,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
182,False,True,True,0.000000,1.000000,-2000.000000,-2588.699951,18.330000,0.000000,2121.020020,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
183,False,True,True,0.000000,1.000000,-2000.000000,-2570.959961,18.330000,0.000000,2129.280029,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
184,False,True,True,0.000000,1.000000,-2000.000000,-2553.149902,18.330000,0.000000,2137.540039,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
185,False,True,True,0.000000,1.000000,-2000.000000,-2535.270020,18.330000,0.000000,2145.800049,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
186,False,True,True,0.000000,1.000000,-2000.000000,-2517.319824,18.330000,0.000000,2154.060059,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
187,False,True,True,0.000000,1.000000,-2000.000000,-2499.300049,18.330000,0.000000,2162.320068,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
188,False,True,True,0.000000,1.000000,-2000.000000,-2481.209961,18.330000,0.000000,2170.579834,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
189,False,True,True,0.000000,1.000000,-2000.000000,-2463.050049,18.330000,0.000000,2178.839844,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
190,False,True,True,0.000000,1.000000,-2000.000000,-2444.819824,18.330000,0.000000,2187.099854,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
191,False,True,True,0.000000,1.000000,-2000.000000,-2426.530029,18.330000,0.000000,2195.359863,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
192,False,True,True,0.000000,1.000000,-2000.000000,-2408.169922,18.330000,0.000000,2203.619873,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
193,False,True,True,0.000000,1.000000,-2000.000000,-2389.739990,18.330000,0.000000,2211.879883,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
194,False,True,True,0.000000,1.000000,-2000.000000,-2371.239990,18.330000,0.000000,2220.139893,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
195,False,True,True,0.000000,1.000000,-2000.000000,-2352.669922,18.330000,0.000000,2228.399902,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
196,False,True,True,0.000000,1.000000,-2000.000000,-2334.030029,18.330000,0.000000,2236.659912,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
197,False,True,True,0.000000,1.000000,-2000.000000,-2315.320068,18.330000,0.000000,2244.919922,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
198,False,True,True,0.000000,1.000000,-2000.000000,-2296.540039,18.330000,0.000000,2253.179932,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
199,False,True,True,0.000000,1.000000,-2000.000000,-2277.689941,18.330000,0.000000,2261.439941,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
200,False,True,True,0.000000,1.000000,-2000.000000,-2258.780029,18.330000,0.000000,2269.699951,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
201,False,True,True,0.000000,1.000000,-2000.000000,-2239.800049,18.330000,0.000000,2277.959961,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
202,False,True,True,0.000000,1.000000,-2000.000000,-2220.750000,18.330000,0.000000,2286.219971,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
203,False,True,True,0.000000,1.000000,-2000.000000,-2201.629883,18.330000,0.000000,2294.479980,8.110000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
204,False,True,True,0.000000,1.000000,-2000.000000,-2182.439941,18.330000,0.000000,2299.979980,8.099999,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
205,False,True,True,0.000000,1.000000,-2000.000000,-2163.199951,18.330000,0.000000,2299.979980,8.070000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
206,False,True,True,0.000000,1.000000,-2000.000000,-2143.959961,18.330000,0.000000,2299.979980,8.050000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
207,False,True,True,0.000000,1.000000,-2000.000000,-2124.719971,18.330000,0.000000,2299.979980,8.030000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
208,False,True,True,0.000000,1.000000,-2000.000000,-2105.479980,18.330000,0.000000,2299.979980,8.020000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
209,False,True,True,0.000000,1.000000,-2000.000000,-2086.239990,18.330000,0.000000,2299.979980,8.010000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
210,False,True,True,0.000000,1.000000,-2000.000000,-2067.000000,18.330000,0.000000,2299.979980,8.000000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
211,False,True,True,0.000000,1.000000,-2000.000000,-2047.760010,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
212,False,True,True,0.000000,1.000000,-2000.000000,-2028.519897,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
213,False,True,True,0.000000,1.000000,-2000.000000,-2009.279907,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
214,False,True,True,0.000000,1.000000,-2000.000000,-1990.039917,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
215,False,True,True,0.000000,1.000000,-2000.000000,-1970.799927,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
216,False,True,True,0.000000,1.000000,-2000.000000,-1951.559937,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
217,False,True,True,0.000000,1.000000,-2000.000000,-1932.319946,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
218,False,True,True,0.000000,1.000000,-2000.000000,-1913.079956,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
219,False,True,True,0.000000,1.000000,-2000.000000,-1893.839966,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
220,False,True,True,0.000000,1.000000,-2000.000000,-1874.599976,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
221,False,True,True,0.000000,1.000000,-2000.000000,-1855.359985,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
222,False,True,True,0.000000,1.000000,-2000.000000,-1836.119995,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
223,False,True,True,0.000000,1.000000,-2000.000000,-1816.880005,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
224,False,True,True,0.000000,1.000000,-2000.000000,-1797.640015,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
225,False,True,True,0.000000,1.000000,-2000.000000,-1778.399902,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
226,False,True,True,0.000000,1.000000,-2000.000000,-1759.159912,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
227,False,True,True,0.000000,1.000000,-2000.000000,-1739.919922,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
228,False,True,True,0.000000,1.000000,-2000.000000,-1720.679932,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
229,False,True,True,0.000000,1.000000,-2000.000000,-1701.439941,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
230,False,True,True,0.000000,1.000000,-2000.000000,-1682.199951,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
231,False,True,True,0.000000,1.000000,-2000.000000,-1662.959961,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
232,False,True,True,0.000000,1.000000,-2000.000000,-1643.719971,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
233,False,True,True,0.000000,1.000000,-2000.000000,-1624.479980,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
234,False,True,True,0.000000,1.000000,-2000.000000,-1605.239990,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
235,False,True,True,0.000000,1.000000,-2000.000000,-1586.000000,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
236,False,True,True,0.000000,1.000000,-2000.000000,-1566.760010,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
237,False,True,True,0.000000,1.000000,-2000.000000,-1547.520020,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
238,False,True,True,0.000000,1.000000,-2000.000000,-1528.279907,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
239,False,True,True,0.000000,1.000000,-2000.000000,-1509.039917,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
240,False,True,True,0.000000,1.000000,-2000.000000,-1489.799927,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
241,False,True,True,0.000000,1.000000,-2000.000000,-1470.559937,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
242,False,True,True,0.000000,1.000000,-2000.000000,-1451.319946,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
243,False,True,True,0.000000,1.000000,-2000.000000,-1432.079956,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
244,False,True,True,0.000000,1.000000,-2000.000000,-1412.839966,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
245,False,True,True,0.000000,1.000000,-2000.000000,-1393.599976,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
246,False,True,True,0.000000,1.000000,-2000.000000,-1374.359985,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
247,False,True,True,0.000000,1.000000,-2000.000000,-1355.119995,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
248,False,True,True,0.000000,1.000000,-2000.000000,-1335.880005,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
249,False,True,True,0.000000,1.000000,-2000.000000,-1316.640015,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
250,False,True,True,0.000000,1.000000,-2000.000000,-1297.400024,18.330000,0.000000,2299.979980,7.990000,-0.006018,0.006029,0.707074,0.707088,-0.000500,0.000000,0.000000
251,True,True,True,-1.000000,1.000000,-2000.000000,-1278.159912,18.330000,10.730000,2299.959961,8.000000,-0.006018,0.006029,0.707074,0.707088,-0.000500,-0.004600,-0.267300
252,True,True,True,-1.000000,1.000000,-1999.909912,-1258.919922,18.330000,20.189999,2299.889893,8.010000,-0.006029,0.006023,0.706287,0.707875,-0.000500,-0.006700,-0.489400
253,True,True,True,-1.000000,1.000000,-1999.739990,-1239.689941,18.330000,29.719999,2299.790039,8.020000,-0.006039,0.006018,0.704841,0.709314,-0.000400,-0.007400,-0.686700
254,True,True,True,-1.000000,1.000000,-1999.489990,-1220.459961,18.330000,39.790001,2299.639893,8.020000,-0.006045,0.006013,0.702807,0.711329,-0.000300,-0.007100,-0.863800
255,True,True,True,-1.000000,1.000000,-1999.159912,-1201.229980,18.330000,50.689999,2299.419922,8.020000,-0.006045,0.006013,0.700244,0.713852,-0.000200,-0.006200,-1.024200
256,True,True,True,-1.000000,1.000000,-1998.739990,-1182.000000,18.330000,62.570000,2299.129883,8.030000,-0.006039,0.006018,0.697191,0.716835,-0.000200,-0.005100,-1.170800
257,True,True,True,-1.000000,1.000000,-1998.219971,-1162.770020,18.330000,75.509995,2298.739990,8.040000,-0.006023,0.006034,0.693684,0.720228,-0.000200,-0.003800,-1.305900
258,True,True,True,-1.000000,1.000000,-1997.589966,-1143.549927,18.330000,89.489998,2298.239990,8.050000,-0.006002,0.006056,0.689757,0.723991,-0.000100,-0.002600,-1.431200
259,True,True,True,-1.000000,1.000000,-1996.839966,-1124.329956,18.330000,104.459999,2297.609863,8.059999,-0.005975,0.006083,0.685425,0.728093,-0.000100,-0.001500,-1.548000
260,True,True,True,-1.000000,1.000000,-1995.969971,-1105.109985,18.330000,120.329994,2296.829834,8.070000,-0.005942,0.006115,0.680715,0.732498,0.000000,-0.000500,-1.657400
261,True,True,True,-1.000000,1.000000,-1994.959961,-1085.900024,18.330000,136.979996,2295.899902,8.070000,-0.005899,0.006153,0.675639,0.737184,0.000000,0.000200,-1.760200
262,True,True,True,-1.000000,1.000000,-1993.809937,-1066.699951,18.330000,154.279999,2294.800049,8.080000,-0.005851,0.006196,0.670212,0.742121,0.000000,0.000800,-1.856900
263,True,True,True,-1.000000,1.000000,-1992.519897,-1047.510010,18.330000,172.069992,2293.530029,8.090000,-0.005802,0.006245,0.664450,0.747284,0.000000,0.001200,-1.947900
264,True,True,True,-1.000000,1.000000,-1991.079956,-1028.329956,18.330000,190.169998,2292.099854,8.090000,-0.005748,0.006293,0.658364,0.752651,0.000000,0.001500,-2.033500
265,True,True,True,-1.000000,1.000000,-1989.489990,-1009.159973,18.330000,208.399994,2290.520020,8.090000,-0.005689,0.006347,0.651966,0.758200,0.000000,0.001800,-2.113800
266,True,True,True,-1.000000,1.000000,-1987.739990,-990.000000,18.330000,226.559998,2288.790039,8.099999,-0.005629,0.006401,0.645266,0.763910,0.000000,0.002000,-2.188900
267,True,True,True,-1.000000,1.000000,-1985.839966,-970.859985,18.330000,244.439987,2286.949951,8.099999,-0.005565,0.006460,0.638274,0.769762,0.000000,0.002100,-2.258700
268,True,True,True,-1.000000,1.000000,-1983.789917,-951.729980,18.330000,261.820007,2285.030029,8.099999,-0.005500,0.006520,0.631002,0.775734,0.000000,0.002100,-2.323000
269,True,True,True,-1.000000,1.000000,-1981.589966,-932.619995,18.330000,278.449982,2283.060059,8.099999,-0.005430,0.006579,0.623465,0.781804,0.000100,0.002100,-2.381600
270,True,True,True,-1.000000,1.000000,-1979.250000,-913.529968,18.330000,294.089996,2281.099854,8.099999,-0.005360,0.006638,0.615675,0.787954,0.000200,0.002100,-2.434200
271,True,True,True,-1.000000,1.000000,-1976.779907,-894.449951,18.330000,308.470001,2279.199951,8.099999,-0.005284,0.006698,0.607653,0.794157,0.000300,0.002100,-2.480500
272,True,True,True,-1.000000,1.000000,-1974.189941,-875.389954,18.330000,321.320007,2277.419922,8.099999,-0.005209,0.006757,0.599415,0.800393,0.000300,0.002100,-2.520000
273,True,True,True,-1.000000,1.000000,-1971.489990,-856.349976,18.330000,332.339996,2275.839844,8.090000,-0.005133,0.006816,0.590978,0.806643,0.000400,0.002200,-2.552200
274,True,True,True,-1.000000,1.000000,-1968.699951,-837.320007,18.330000,341.239990,2274.530029,8.080000,-0.005052,0.006876,0.582368,0.812881,0.000500,0.002300,-2.576500
275,True,True,True,-1.000000,1.000000,-1965.829956,-818.299988,18.330000,350.669983,2273.089844,8.070000,-0.004971,0.006935,0.573607,0.819086,0.000500,0.002200,-2.600500
276,True,True,True,-1.000000,1.000000,-1962.880005,-799.289978,18.330000,360.619995,2271.530029,8.070000,-0.004890,0.006994,0.564700,0.825252,0.000500,0.002000,-2.624500
277,True,True,True,-1.000000,1.000000,-1959.849976,-780.299988,18.330000,371.069977,2269.849854,8.070000,-0.004809,0.007054,0.555642,0.831378,0.000500,0.001800,-2.648400
278,True,True,True,-1.000000,1.000000,-1956.729980,-761.320007,18.330000,382.000000,2268.040039,8.070000,-0.004723,0.007113,0.546433,0.837459,0.000500,0.001600,-2.672300
279,True,True,True,-1.000000,1.000000,-1953.519897,-742.359985,18.330000,393.380005,2266.089844,8.070000,-0.004637,0.007172,0.537073,0.843493,0.000500,0.001300,-2.696100
280,True,True,True,-1.000000,1.000000,-1950.209961,-723.409973,18.330000,405.199982,2264.010010,8.080000,-0.004551,0.007226,0.527562,0.849474,0.000400,0.001000,-2.719900
281,True,True,True,-1.000000,1.000000,-1946.799927,-704.479980,18.330000,417.429993,2261.780029,8.080000,-0.004464,0.007280,0.517900,0.855399,0.000400,0.000800,-2.743600
282,True,True,True,-1.000000,1.000000,-1943.289917,-685.570007,18.330000,430.059998,2259.419922,8.090000,-0.004378,0.007334,0.508087,0.861264,0.000300,0.000600,-2.767200
283,True,True,True,-1.000000,1.000000,-1939.669922,-666.679993,18.330000,443.059998,2256.899902,8.099999,-0.004292,0.007388,0.498122,0.867065,0.000300,0.000400,-2.790700
284,True,True,True,-1.000000,1.000000,-1935.939941,-647.809998,18.330000,456.410004,2254.239990,8.099999,-0.004205,0.007437,0.488007,0.872798,0.000300,0.000200,-2.814100
285,True,True,True,-1.000000,1.000000,-1932.099976,-628.969971,18.330000,470.089996,2251.429932,8.110000,-0.004119,0.007485,0.477741,0.878459,0.000300,0.000100,-2.837300
286,True,True,True,-1.000000,1.000000,-1928.140015,-610.149963,18.330000,484.079987,2248.459961,8.120000,-0.004027,0.007534,0.467323,0.884045,0.000300,0.000100,-2.860300
287,True,True,True,-1.000000,1.000000,-1924.069946,-591.359985,18.330000,498.359985,2245.339844,8.130000,-0.003936,0.007582,0.456755,0.889552,0.000300,0.000000,-2.883100
288,True,True,True,-1.000000,1.000000,-1919.880005,-572.589966,18.330000,512.909973,2242.060059,8.139999,-0.003844,0.007631,0.446035,0.894974,0.000300,0.000000,-2.905700
289,True,True,True,-1.000000,1.000000,-1915.559937,-553.849976,18.330000,527.700012,2238.619873,8.139999,-0.003752,0.007674,0.435165,0.900310,0.000300,0.000000,-2.928000
290,True,True,True,-1.000000,1.000000,-1911.119995,-535.140015,18.330000,542.719971,2235.030029,8.150000,-0.003655,0.007717,0.424149,0.905552,0.000300,0.000000,-2.950000
291,True,True,True,-1.000000,1.000000,-1906.549927,-516.459961,18.330000,557.919983,2231.199951,8.160000,-0.003558,0.007760,0.412987,0.910697,0.000200,0.000000,-2.971700
292,True,True,True,-1.000000,1.000000,-1901.859985,-497.809998,18.330000,573.190002,2226.790039,8.160000,-0.003461,0.007804,0.401679,0.915741,0.000200,0.000000,-2.993000
293,True,True,True,-1.000000,1.000000,-1897.039917,-479.199982,18.330000,588.500000,2221.810059,8.170000,-0.003364,0.007847,0.390226,0.920679,0.000100,0.000000,-3.013900
294,True,True,True,-1.000000,1.000000,-1892.089966,-460.639984,18.330000,603.820007,2216.260010,8.170000,-0.003267,0.007890,0.378633,0.925508,0.000100,0.000000,-3.034300
295,True,True,True,-1.000000,1.000000,-1887.010010,-442.119995,18.330000,619.119995,2210.139893,8.170000,-0.003164,0.007933,0.366899,0.930221,0.000100,0.000000,-3.054200
296,True,True,True,-1.000000,1.000000,-1881.799927,-423.660004,18.330000,634.369995,2203.459961,8.170000,-0.003062,0.007971,0.355030,0.934816,0.000100,0.000000,-3.073600
297,True,True,True,-1.000000,1.000000,-1876.459961,-405.250000,18.330000,649.539978,2196.229980,8.170000,-0.002959,0.008009,0.343032,0.939285,0.000100,0.000000,-3.092300
298,True,True,True,-1.000000,1.000000,-1870.989990,-386.899994,18.330000,664.609985,2188.459961,8.179999,-0.002857,0.008046,0.330899,0.943627,0.000100,0.000000,-3.110400
299,True,True,True,-1.000000,1.000000,-1865.399902,-368.619995,18.330000,679.539978,2180.159912,8.179999,-0.002754,0.008084,0.318642,0.947837,0.000100,0.000000,-3.127800
300,True,True,True,-1.000000,1.000000,-1859.679932,-350.410004,18.330000,694.299988,2171.349854,8.179999,-0.002646,0.008122,0.306261,0.951909,0.000200,0.000000,-3.144400
301,True,False,False,-1.000000,1.000000,-1853.890015,-332.320007,18.330000,702.140015,2157.239990,8.280000,-0.002538,0.008154,0.293761,0.955841,0.000200,0.000000,-3.160100
302,True,False,False,-1.000000,1.000000,-1848.039917,-314.339996,18.330000,709.619995,2142.849854,8.349999,-0.002430,0.008187,0.281148,0.959626,0.000200,0.000000,-3.174700
303,True,False,False,-1.000000,1.000000,-1842.130005,-296.479980,18.330000,716.719971,2128.209961,8.389999,-0.002322,0.008219,0.268433,0.963260,0.000200,0.000000,-3.188000
