frame,ball.Location.X,ball.Location.Y,ball.Location.Z,ball.LinearVelocity.X,ball.LinearVelocity.Y,ball.LinearVelocity.Z,ball.Quaternion.X,ball.Quaternion.Y,ball.Quaternion.Z,ball.Quaternion.W,ball.AngularVelocity.X,ball.AngularVelocity.Y,ball.AngularVelocity.Z
153,-3986.539795,0.000000,1243.500000,42.020000,0.000000,2267.320068,-0.000003,0.493941,-0.000003,0.869495,0.000000,-6.000000,0.000000
154,-3986.189941,0.000000,1262.339966,42.000000,0.000000,2261.320068,-0.000003,0.472055,-0.000003,0.881569,0.000000,-6.000000,0.000000
155,-3985.839844,0.000000,1281.130005,41.980000,0.000000,2255.320068,-0.000003,0.449871,-0.000003,0.893093,0.000000,-6.000000,0.000000
156,-3985.489990,0.000000,1299.869995,41.959999,0.000000,2249.329834,-0.000003,0.427407,-0.000003,0.904059,0.000000,-6.000000,0.000000
157,-3985.139893,0.000000,1318.559937,41.939999,0.000000,2243.339844,-0.000003,0.404673,-0.000003,0.914461,0.000000,-6.000000,0.000000
158,-3984.789795,0.000000,1337.199951,41.919998,0.000000,2237.349854,-0.000003,0.381686,-0.000003,0.924292,0.000000,-6.000000,0.000000
159,-3984.439941,0.000000,1355.789917,41.899998,0.000000,2231.359863,-0.000003,0.358461,-0.000003,0.933545,0.000000,-6.000000,0.000000
160,-3984.089844,0.000000,1374.329956,41.879997,0.000000,2225.369873,-0.000003,0.335015,-0.000003,0.942213,0.000000,-6.000000,0.000000
161,-3983.739990,0.000000,1392.819946,41.860001,0.000000,2219.379883,-0.000003,0.311359,-0.000003,0.950292,0.000000,-6.000000,0.000000
162,-3983.389893,0.000000,1411.260010,41.840000,0.000000,2213.389893,-0.000003,0.287509,-0.000003,0.957778,0.000000,-6.000000,0.000000
163,-3983.039795,0.000000,1429.659912,41.820000,0.000000,2207.409912,-0.000003,0.263475,-0.000003,0.964666,0.000000,-6.000000,0.000000
164,-3982.689941,0.000000,1448.010010,41.799999,0.000000,2201.429932,-0.000003,0.239279,-0.000003,0.970951,0.000000,-6.000000,0.000000
165,-3982.339844,0.000000,1466.309937,41.779999,0.000000,2195.449951,-0.000003,0.214932,-0.000003,0.976629,0.000000,-6.000000,0.000000
166,-3981.989990,0.000000,1484.559937,41.759998,0.000000,2189.469971,-0.000003,0.190451,-0.000003,0.981697,0.000000,-6.000000,0.000000
167,-3981.639893,0.000000,1502.760010,41.739998,0.000000,2183.489990,-0.000003,0.165850,-0.000003,0.986151,0.000000,-6.000000,0.000000
168,-3981.289795,0.000000,1520.909912,41.719997,0.000000,2177.510010,-0.000003,0.141147,-0.000003,0.989988,0.000000,-6.000000,0.000000
169,-3980.939941,0.000000,1539.010010,41.700001,0.000000,2171.540039,-0.000003,0.116358,-0.000003,0.993207,0.000000,-6.000000,0.000000
170,-3980.589844,0.000000,1557.059937,41.680000,0.000000,2165.570068,-0.000003,0.091493,-0.000003,0.995806,0.000000,-6.000000,0.000000
171,-3980.239990,0.000000,1575.059937,41.660000,0.000000,2159.599854,-0.000003,0.066575,-0.000003,0.997781,0.000000,-6.000000,0.000000
172,-3979.889893,0.000000,1593.010010,41.639999,0.000000,2153.629883,-0.000003,0.041613,-0.000003,0.999134,0.000000,-6.000000,0.000000
173,-3979.539795,0.000000,1610.909912,41.619999,0.000000,2147.659912,-0.000003,0.016624,-0.000003,0.999862,0.000000,-6.000000,0.000000
174,-3979.189941,0.000000,1628.760010,41.599998,0.000000,2141.689941,-0.000003,-0.008375,-0.000003,0.999965,0.000000,-6.000000,0.000000
175,-3978.839844,0.000000,1646.559937,41.579998,0.000000,2135.719971,-0.000003,-0.033370,-0.000003,0.999443,0.000000,-6.000000,0.000000
176,-3978.489990,0.000000,1664.309937,41.559998,0.000000,2129.760010,-0.000003,-0.058342,-0.000003,0.998297,0.000000,-6.000000,0.000000
177,-3978.139893,0.000000,1682.010010,41.540001,0.000000,2123.800049,-0.000003,-0.083277,-0.000003,0.996526,0.000000,-6.000000,0.000000
178,-3970.049805,0.000000,1694.369995,844.250000,0.000000,1522.659912,-0.000003,-0.145539,-0.000003,0.989353,0.000000,-5.999900,0.000000
179,-3963.020020,0.000000,1707.010010,844.029968,0.000000,1516.849976,-0.000003,-0.170225,-0.000003,0.985405,0.000000,-5.999900,0.000000
